610,excuse,を大目に見る、の言い訳をする
630,suit,に（色、服などが）似合う、に都合がよい
631,tie,を結びつける
634,dislike,を嫌う
638,hire,を雇う
642,root,起源、ルーツ
648,mine,鉱山
650,quarter,四分の一
651,era,時代
656,civilization,文明
657,universe,宇宙
663,board,委員会、重役会
673,muscle,筋肉
674,wage,賃金
680,asleep,眠って
681,alive,生きている
682,alike,似ている
683,excellent,秀でている
691,elementary,初等（教育）の
693,chief,第一の、主要な
700,empty,空の
714,blow,（風が）吹く
715,injure,を傷つける
734,lift,を持ち上げる
736,shake,を振る
738,lay,を置く、敷く
744,ape,類人猿
745,insect,昆虫
746,infant,乳児
750,battle,戦闘
751,enemy,敵
753,arm,腕、武器、兵器
754,army,陸軍
755,navy,海軍
756,border,境界線、国境
764,shortage,不足
769,union,組合
770,unit,（最小）単位
775,edge,へり
777,mystery,なぞ
780,frank,率直な
781,polite,丁寧な
789,pleasant,快い、楽しい
790,comfortable,心地よい、快適な
792,thick,分厚い
793,thin,やせた
826,hurry,急ぐ
828,roll,転がる
831,dig,を掘る
842,tongue,言語
844,accent,なまり、方言
850,hunger,飢え
851,obesity,肥満
860,election,選挙
865,ceremony,式典、儀式
870,theme,主題、テーマ
876,destination,目的地
893,sudden,急な
899,exhausted,疲れ果てた
902,chat,おしゃべりをする
915,assess,を評価する
917,weigh,の重さがある、の重さを量る
918,strengthen,を強くする
919,weaken,を弱める
929,shut,を閉める
936,sink,沈む
941,wrap,を包む
943,length,（物や時間の）長さ
944,height,高度
945,volume,（総）量、体積、容積
951,square,正方形
952,empire,帝国
956,charity,慈善事業
958,profession,（専門的な）職業
959,slave,奴隷
965,leisure,余暇
969,statue,像、彫像
972,mechanism,仕組み
981,shy,内気な、恥ずかしがりの
983,stupid,愚かな
987,lonely,（孤独で）寂しい
989,grand,豪華な、雄大な
1004,cheer,元気づける
1011,shoot,撃つ
1012,murder,殺害する
1042,shine,輝く
1044,poetry,詩
1053,poison,毒
1056,oxygen,酸素
1058,pole,極(地)
1059,valley,谷
1063,pioneer,先駆者
1074,prison,刑務所
1076,committee,委員会
1085,smooth,滑らかな
1093,blind,目の見えない
1127,boil,沸かす
1143,continent,大陸
1146,inhabitant,住民
1147,suburb,郊外
1148,furniture,家具
1149,refrigerator,冷蔵庫
1150,garbage,(生）ごみ
1151,trash,ごみ
1152,litter,(公共の場での)ごみ
1161,obligation,義務
1176,fever,熱
1180,gentle,優しい
1184,holy,神聖な
1187,fond,好む
1188,selfish,自分勝手な
1195,dull,退屈な
1198,tight,きつい
1203,scream,叫び声をあげる
1207,cough,咳をする
1208,hug,抱きしめる
1243,merchant,商人
1245,voyage,航海
1246,crew,乗組員
1247,luggage,手荷物
1248,horizon,水平線、地平線
1249,lightning,稲妻
1250,dawn,夜明け
1256,viewpoint,見地
1263,chapter,章
1264,string,ひも、糸
1265,tag,札
1266,peasant,小作農
1267,livestock,家畜
1271,sweat,汗
1276,prosperity,繁栄
1286,bold,大胆な
1288,ugly,醜い
1289,pale,青白い
1290,male,男の
1296,loose,緩い
1318,last,続く
1331,bathe,を入浴させる
1337,sew,を縫いつける
1341,congratulate,に祝いの言葉を述べる
1342,summit,頂上
1343,mayor,市長
1344,secretary,秘書
1348,quarrel,口論
1350,thief,泥棒
1359,ambulance,救急車
1363,legend,伝説
1365,glory,栄光
1376,atom,原子
1377,boom,好況、ブーム
1381,bare,裸の
1386,minute,微小な
1393,idle,使われていない、仕事がない
